Mod:Item:MetaData, Localized Name
tfc:wood/workbench/rosewood, Rosewood Workbench
tfc:wood/workbench/sequoia, Sequoia Workbench
tfc:wood/workbench/spruce, Spruce Workbench
tfc:wood/workbench/sycamore, Sycamore Workbench
tfc:wood/workbench/white_cedar, White Cedar Workbench
tfc:wood/workbench/willow, Willow Workbench
tfc:wood/planks/acacia, Acacia Planks
tfc:wood/planks/ash, Ash Planks
tfc:wood/planks/aspen, Aspen Planks
tfc:wood/planks/birch, Birch Planks
tfc:wood/planks/blackwood, Blackwood Planks
tfc:wood/planks/chestnut, Chestnut Planks
tfc:wood/planks/douglas_fir, Douglas Fir Planks
tfc:wood/planks/hickory, Hickory Planks
tfc:wood/planks/kapok, Kapok Planks
tfc:wood/planks/maple, Maple Planks
tfc:wood/planks/oak, Oak Planks
tfc:wood/planks/palm, Palm Planks
tfc:wood/planks/pine, Pine Planks
tfc:wood/planks/rosewood, Rosewood Planks
tfc:wood/planks/sequoia, Sequoia Planks
tfc:wood/planks/spruce, Spruce Planks
tfc:wood/planks/sycamore, Sycamore Planks
tfc:wood/planks/white_cedar, White Cedar Planks
tfc:wood/planks/willow, Willow Planks
tfc:wood/leaves/acacia, Acacia Leaves
tfc:wood/leaves/ash, Ash Leaves
tfc:wood/leaves/aspen, Aspen Leaves
tfc:wood/leaves/birch, Birch Leaves
tfc:wood/leaves/blackwood, Blackwood Leaves
tfc:wood/leaves/chestnut, Chestnut Leaves
tfc:wood/leaves/douglas_fir, Douglas Fir Leaves
tfc:wood/leaves/hickory, Hickory Leaves
tfc:wood/leaves/kapok, Kapok Leaves
tfc:wood/leaves/maple, Maple Leaves
tfc:wood/leaves/oak, Oak Leaves
tfc:wood/leaves/palm, Palm Leaves
tfc:wood/leaves/pine, Pine Leaves
tfc:wood/leaves/rosewood, Rosewood Leaves
tfc:wood/leaves/sequoia, Sequoia Leaves
tfc:wood/leaves/spruce, Spruce Leaves
tfc:wood/leaves/sycamore, Sycamore Leaves
tfc:wood/leaves/white_cedar, White Cedar Leaves
tfc:wood/leaves/willow, Willow Leaves
tfc:wood/chest/acacia, Acacia Chest
tfc:wood/chest_trap/acacia, Trapped Acacia Chest
tfc:wood/chest/ash, Ash Chest
tfc:wood/chest_trap/ash, Trapped Ash Chest
tfc:wood/chest/aspen, Aspen Chest
tfc:wood/chest_trap/aspen, Trapped Aspen Chest
tfc:wood/chest/birch, Birch Chest
tfc:wood/chest_trap/birch, Trapped Birch Chest
tfc:wood/chest/blackwood, Blackwood Chest
tfc:wood/chest_trap/blackwood, Trapped Blackwood Chest
tfc:wood/chest/chestnut, Chestnut Chest
tfc:wood/chest_trap/chestnut, Trapped Chestnut Chest
tfc:wood/chest/douglas_fir, Douglas Fir Chest
tfc:wood/chest_trap/douglas_fir, Trapped Douglas Fir Chest
tfc:wood/chest/hickory, Hickory Chest
tfc:wood/chest_trap/hickory, Trapped Hickory Chest
tfc:wood/chest/kapok, Kapok Chest
tfc:wood/chest_trap/kapok, Trapped Kapok Chest
tfc:wood/chest/maple, Maple Chest
tfc:wood/chest_trap/maple, Trapped Maple Chest
tfc:wood/chest/oak, Oak Chest
tfc:wood/chest_trap/oak, Trapped Oak Chest
tfc:wood/chest/palm, Palm Chest
tfc:wood/chest_trap/palm, Trapped Palm Chest
tfc:wood/chest/pine, Pine Chest
tfc:wood/chest_trap/pine, Trapped Pine Chest
tfc:wood/chest/rosewood, Rosewood Chest
tfc:wood/chest_trap/rosewood, Trapped Rosewood Chest
tfc:wood/chest/sequoia, Sequoia Chest
tfc:wood/chest_trap/sequoia, Trapped Sequoia Chest
tfc:wood/chest/spruce, Spruce Chest
tfc:wood/chest_trap/spruce, Trapped Spruce Chest
tfc:wood/chest/sycamore, Sycamore Chest
tfc:wood/chest_trap/sycamore, Trapped Sycamore Chest
tfc:wood/chest/white_cedar, White Cedar Chest
tfc:wood/chest_trap/white_cedar, Trapped White Cedar Chest
tfc:wood/chest/willow, Willow Chest
tfc:wood/chest_trap/willow, Trapped Willow Chest
tfc:wood/tool_rack/acacia, Acacia Tool Rack
tfc:wood/tool_rack/ash, Ash Tool Rack
tfc:wood/tool_rack/aspen, Aspen Tool Rack
tfc:wood/tool_rack/birch, Birch Tool Rack
tfc:wood/tool_rack/blackwood, Blackwood Tool Rack
tfc:wood/tool_rack/chestnut, Chestnut Tool Rack
tfc:wood/tool_rack/douglas_fir, Douglas Fir Tool Rack
tfc:wood/tool_rack/hickory, Hickory Tool Rack
tfc:wood/tool_rack/kapok, Kapok Tool Rack
tfc:wood/tool_rack/maple, Maple Tool Rack
tfc:wood/tool_rack/oak, Oak Tool Rack
tfc:wood/tool_rack/palm, Palm Tool Rack
tfc:wood/tool_rack/pine, Pine Tool Rack
tfc:wood/tool_rack/rosewood, Rosewood Tool Rack
tfc:wood/tool_rack/sequoia, Sequoia Tool Rack
tfc:wood/tool_rack/spruce, Spruce Tool Rack
tfc:wood/tool_rack/sycamore, Sycamore Tool Rack
tfc:wood/tool_rack/white_cedar, White Cedar Tool Rack
tfc:wood/tool_rack/willow, Willow Tool Rack
tfc:wood/loom/acacia, Acacia Loom
tfc:wood/loom/ash, Ash Loom
tfc:wood/loom/aspen, Aspen Loom
tfc:wood/loom/birch, Birch Loom
tfc:wood/loom/blackwood, Blackwood Loom
tfc:wood/loom/chestnut, Chestnut Loom
tfc:wood/loom/douglas_fir, Douglas Fir Loom
tfc:wood/loom/hickory, Hickory Loom
tfc:wood/loom/kapok, Kapok Loom
tfc:wood/loom/maple, Maple Loom
tfc:wood/loom/oak, Oak Loom
tfc:wood/loom/palm, Palm Loom
tfc:wood/loom/pine, Pine Loom
tfc:wood/loom/rosewood, Rosewood Loom
tfc:wood/loom/sequoia, Sequoia Loom
tfc:wood/loom/spruce, Spruce Loom
tfc:wood/loom/sycamore, Sycamore Loom
tfc:wood/loom/white_cedar, White Cedar Loom
tfc:wood/loom/willow, Willow Loom
tfc:wood/support/acacia, Acacia Support Beam
tfc:wood/support/ash, Ash Support Beam
tfc:wood/support/aspen, Aspen Support Beam
tfc:wood/support/birch, Birch Support Beam
tfc:wood/support/blackwood, Blackwood Support Beam
tfc:wood/support/chestnut, Chestnut Support Beam
tfc:wood/support/douglas_fir, Douglas Fir Support Beam
tfc:wood/support/hickory, Hickory Support Beam
tfc:wood/support/kapok, Kapok Support Beam
tfc:wood/support/maple, Maple Support Beam
tfc:wood/support/oak, Oak Support Beam
tfc:wood/support/palm, Palm Support Beam
tfc:wood/support/pine, Pine Support Beam
tfc:wood/support/rosewood, Rosewood Support Beam
tfc:wood/support/sequoia, Sequoia Support Beam
tfc:wood/support/spruce, Spruce Support Beam
tfc:wood/support/sycamore, Sycamore Support Beam
tfc:wood/support/white_cedar, White Cedar Support Beam
tfc:wood/support/willow, Willow Support Beam
tfc:stairs/smooth/granite, Smooth Granite Stairs
tfc:stairs/smooth/diorite, Smooth Diorite Stairs
tfc:stairs/smooth/gabbro, Smooth Gabbro Stairs
tfc:stairs/smooth/shale, Smooth Shale Stairs
tfc:stairs/smooth/claystone, Smooth Claystone Stairs
tfc:stairs/smooth/rocksalt, Smooth Rocksalt Stairs
tfc:stairs/smooth/limestone, Smooth Limestone Stairs
tfc:stairs/smooth/conglomerate, Smooth Conglomerate Stairs
tfc:stairs/smooth/dolomite, Smooth Dolomite Stairs
tfc:stairs/smooth/chert, Smooth Chert Stairs
tfc:stairs/smooth/chalk, Smooth Chalk Stairs
tfc:stairs/smooth/rhyolite, Smooth Rhyolite Stairs
tfc:stairs/smooth/basalt, Smooth Basalt Stairs
tfc:stairs/smooth/andesite, Smooth Andesite Stairs
tfc:stairs/smooth/dacite, Smooth Dacite Stairs
tfc:stairs/smooth/quartzite, Smooth Quartzite Stairs
tfc:stairs/smooth/slate, Smooth Slate Stairs
tfc:stairs/smooth/phyllite, Smooth Phyllite Stairs
tfc:stairs/smooth/schist, Smooth Schist Stairs
tfc:stairs/smooth/gneiss, Smooth Gneiss Stairs
tfc:stairs/smooth/marble, Smooth Marble Stairs
tfc:stairs/cobble/granite, Granite Cobble Stairs
tfc:stairs/cobble/diorite, Diorite Cobble Stairs
tfc:stairs/cobble/gabbro, Gabbro Cobble Stairs
tfc:stairs/cobble/shale, Shale Cobble Stairs
tfc:stairs/cobble/claystone, Claystone Cobble Stairs
tfc:stairs/cobble/rocksalt, Rocksalt Cobble Stairs
tfc:stairs/cobble/limestone, Limestone Cobble Stairs
tfc:stairs/cobble/conglomerate, Conglomerate Cobble Stairs
tfc:stairs/cobble/dolomite, Dolomite Cobble Stairs
tfc:stairs/cobble/chert, Chert Cobble Stairs
tfc:stairs/cobble/chalk, Chalk Cobble Stairs
tfc:stairs/cobble/rhyolite, Rhyolite Cobble Stairs
tfc:stairs/cobble/basalt, Basalt Cobble Stairs
tfc:stairs/cobble/andesite, Andesite Cobble Stairs
tfc:stairs/cobble/dacite, Dacite Cobble Stairs
tfc:stairs/cobble/quartzite, Quartzite Cobble Stairs
tfc:stairs/cobble/slate, Slate Cobble Stairs
tfc:stairs/cobble/phyllite, Phyllite Cobble Stairs
tfc:stairs/cobble/schist, Schist Cobble Stairs
tfc:stairs/cobble/gneiss, Gneiss Cobble Stairs
tfc:stairs/cobble/marble, Marble Cobble Stairs
tfc:stairs/bricks/granite, Granite Brick Stairs
tfc:stairs/bricks/diorite, Diorite Brick Stairs
tfc:stairs/bricks/gabbro, Gabbro Brick Stairs
tfc:stairs/bricks/shale, Shale Brick Stairs
tfc:stairs/bricks/claystone, Claystone Brick Stairs
tfc:stairs/bricks/rocksalt, Rocksalt Brick Stairs
tfc:stairs/bricks/limestone, Limestone Brick Stairs
tfc:stairs/bricks/conglomerate, Conglomerate Brick Stairs
tfc:stairs/bricks/dolomite, Dolomite Brick Stairs
tfc:stairs/bricks/chert, Chert Brick Stairs
tfc:stairs/bricks/chalk, Chalk Brick Stairs
tfc:stairs/bricks/rhyolite, Rhyolite Brick Stairs
tfc:stairs/bricks/basalt, Basalt Brick Stairs
tfc:stairs/bricks/andesite, Andesite Brick Stairs
tfc:stairs/bricks/dacite, Dacite Brick Stairs
tfc:stairs/bricks/quartzite, Quartzite Brick Stairs
tfc:stairs/bricks/slate, Slate Brick Stairs
tfc:stairs/bricks/phyllite, Phyllite Brick Stairs
tfc:stairs/bricks/schist, Schist Brick Stairs
tfc:stairs/bricks/gneiss, Gneiss Brick Stairs
tfc:stairs/bricks/marble, Marble Brick Stairs
tfc:stairs/wood/acacia, Acacia Stairs
tfc:stairs/wood/ash, Ash Stairs
tfc:stairs/wood/aspen, Aspen Stairs
tfc:stairs/wood/birch, Birch Stairs
tfc:stairs/wood/blackwood, Blackwood Stairs
tfc:stairs/wood/chestnut, Chestnut Stairs
tfc:stairs/wood/douglas_fir, Douglas Fir Stairs
tfc:stairs/wood/hickory, Hickory Stairs
tfc:stairs/wood/kapok, Kapok Stairs
tfc:stairs/wood/maple, Maple Stairs
tfc:stairs/wood/oak, Oak Stairs
tfc:stairs/wood/palm, Palm Stairs
tfc:stairs/wood/pine, Pine Stairs
tfc:stairs/wood/rosewood, Rosewood Stairs
tfc:stairs/wood/sequoia, Sequoia Stairs
tfc:stairs/wood/spruce, Spruce Stairs
tfc:stairs/wood/sycamore, Sycamore Stairs
tfc:stairs/wood/white_cedar, White Cedar Stairs
tfc:stairs/wood/willow, Willow Stairs
tfc:plants/allium, Allium
tfc:plants/athyrium_fern, Athyrium Fern
tfc:plants/barrel_cactus, Barrel Cactus
tfc:plants/black_orchid, Black Orchid
tfc:plants/blood_lily, Blood Lily
tfc:plants/blue_orchid, Blue Orchid
tfc:plants/butterfly_milkweed, Butterfly Milkweed
tfc:plants/calendula, Marigold
tfc:plants/canna, Canna Lily
tfc:plants/dandelion, Dandelion
tfc:plants/field_horsetail, Field Horsetail
tfc:plants/foxglove, Foxglove
tfc:plants/goldenrod, Goldenrod
tfc:plants/grape_hyacinth, Grape Hyacinth
tfc:plants/guzmania, Scarlet Star Bromeliad
tfc:plants/houstonia, Azure Bluet
tfc:plants/labrador_tea, Labrador Tea
tfc:plants/lady_fern, Lady Fern
tfc:plants/licorice_fern, Licorice Fern
tfc:plants/meads_milkweed, Mead's Milkweed
tfc:plants/morning_glory, Morning Glory
tfc:plants/moss, Moss
tfc:plants/nasturtium, Nasturtium
tfc:plants/ostrich_fern, Ostrich Fern
tfc:plants/oxeye_daisy, Oxeye Daisy
tfc:plants/perovskia, Russian Sage
tfc:plants/poppy, Poppy
tfc:plants/porcini, Porcini Mushroom
tfc:plants/primrose, Primrose
tfc:plants/pulsatilla, Pasque Flower
tfc:plants/reindeer_lichen, Reindeer Lichen
tfc:plants/rose, Rose
tfc:plants/rough_horsetail, Scouringrush Horsetail
tfc:plants/sacred_datura, Sacred Datura
tfc:plants/sagebrush, Sagebrush
tfc:plants/sapphire_tower, Sapphire Tower
tfc:plants/snapdragon_pink, Pink Snapdragon
tfc:plants/snapdragon_red, Red Snapdragon
tfc:plants/snapdragon_white, White Snapdragon
tfc:plants/snapdragon_yellow, Yellow Snapdragon
tfc:plants/spanish_moss, Spanish Moss
tfc:plants/strelitzia, Bird of Paradise Flower
tfc:plants/sword_fern, Sword Fern
tfc:plants/toquilla_palm, Toquilla Palm
tfc:plants/tree_fern, Tree Fern
tfc:plants/trillium, Trillium
tfc:plants/tropical_milkweed, Tropical Milkweed
tfc:plants/tulip_orange, Orange Tulip
tfc:plants/tulip_pink, Pink Tulip
tfc:plants/tulip_red, Red Tulip
tfc:plants/tulip_white, White Tulip
tfc:plants/vriesea, Flaming Sword Bromeliad
tfc:plants/yucca, Yucca
tfc:plants/fountain_grass, Fountain Grass
tfc:plants/orchard_grass, Orchard Grass
tfc:plants/pampas_grass, Pampas Grass
tfc:plants/ryegrass, Ryegrass
tfc:plants/scutch_grass, Scutch Grass
tfc:plants/switchgrass, Switchgrass
tfc:plants/tall_fescue_grass, Tall Fescue Grass
tfc:plants/timothy_grass, Timothy Grass
tfc:bellows, Bellows
tfc:bloomery, Bloomery
tfc:nest_box, Nest Box
tfc:sluice, Sluice
tfc:wood/fence/acacia, Acacia Fence
tfc:wood/fence/ash, Ash Fence
tfc:wood/fence/aspen, Aspen Fence
tfc:wood/fence/birch, Birch Fence
tfc:wood/fence/blackwood, Blackwood Fence
tfc:wood/fence/chestnut, Chestnut Fence
tfc:wood/fence/douglas_fir, Douglas Fir Fence
tfc:wood/fence/hickory, Hickory Fence
tfc:wood/fence/kapok, Kapok Fence
tfc:wood/fence/maple, Maple Fence
tfc:wood/fence/oak, Oak Fence
tfc:wood/fence/palm, Palm Fence
tfc:wood/fence/pine, Pine Fence
tfc:wood/fence/rosewood, Rosewood Fence
tfc:wood/fence/sequoia, Sequoia Fence
tfc:wood/fence/spruce, Spruce Fence
tfc:wood/fence/sycamore, Sycamore Fence
tfc:wood/fence/white_cedar, White Cedar Fence
tfc:wood/fence/willow, Willow Fence
tfc:wood/button/acacia, Acacia Button
tfc:wood/button/ash, Ash Button
tfc:wood/button/aspen, Aspen Button
tfc:wood/button/birch, Birch Button
tfc:wood/button/blackwood, Blackwood Button
tfc:wood/button/chestnut, Chestnut Button
tfc:wood/button/douglas_fir, Douglas Fir Button
tfc:wood/button/hickory, Hickory Button
tfc:wood/button/kapok, Kapok Button
tfc:wood/button/maple, Maple Button
tfc:wood/button/oak, Oak Button
tfc:wood/button/palm, Palm Button
tfc:wood/button/pine, Pine Button
tfc:wood/button/rosewood, Rosewood Button
tfc:wood/button/sequoia, Sequoia Button
tfc:wood/button/spruce, Spruce Button
tfc:wood/button/sycamore, Sycamore Button
tfc:wood/button/white_cedar, White Cedar Button
tfc:wood/button/willow, Willow Button
tfc:wood/pressure_plate/acacia, Acacia Pressure Plate
tfc:wood/pressure_plate/ash, Ash Pressure Plate
tfc:wood/pressure_plate/aspen, Aspen Pressure Plate
tfc:wood/pressure_plate/birch, Birch Pressure Plate
tfc:wood/pressure_plate/blackwood, Blackwood Pressure Plate
tfc:wood/pressure_plate/chestnut, Chestnut Pressure Plate
tfc:wood/pressure_plate/douglas_fir, Douglas Fir Pressure Plate
tfc:wood/pressure_plate/hickory, Hickory Pressure Plate
tfc:wood/pressure_plate/kapok, Kapok Pressure Plate
tfc:wood/pressure_plate/maple, Maple Pressure Plate
tfc:wood/pressure_plate/oak, Oak Pressure Plate
tfc:wood/pressure_plate/palm, Palm Pressure Plate
tfc:wood/pressure_plate/pine, Pine Pressure Plate
tfc:wood/pressure_plate/rosewood, Rosewood Pressure Plate
tfc:wood/pressure_plate/sequoia, Sequoia Pressure Plate
tfc:wood/pressure_plate/spruce, Spruce Pressure Plate
tfc:wood/pressure_plate/sycamore, Sycamore Pressure Plate
tfc:wood/pressure_plate/white_cedar, White Cedar Pressure Plate
tfc:wood/pressure_plate/willow, Willow Pressure Plate
tfc:wood/fence_gate/acacia, Acacia Fence Gate
tfc:wood/fence_gate/ash, Ash Fence Gate
tfc:wood/fence_gate/aspen, Aspen Fence Gate
tfc:wood/fence_gate/birch, Birch Fence Gate
tfc:wood/fence_gate/blackwood, Blackwood Fence Gate
tfc:wood/fence_gate/chestnut, Chestnut Fence Gate
tfc:wood/fence_gate/douglas_fir, Douglas Fir Fence Gate
tfc:wood/fence_gate/hickory, Hickory Fence Gate
tfc:wood/fence_gate/kapok, Kapok Fence Gate
tfc:wood/fence_gate/maple, Maple Fence Gate
tfc:wood/fence_gate/oak, Oak Fence Gate
tfc:wood/fence_gate/palm, Palm Fence Gate
tfc:wood/fence_gate/pine, Pine Fence Gate
tfc:wood/fence_gate/rosewood, Rosewood Fence Gate
tfc:wood/fence_gate/sequoia, Sequoia Fence Gate
tfc:wood/fence_gate/spruce, Spruce Fence Gate
tfc:wood/fence_gate/sycamore, Sycamore Fence Gate
tfc:wood/fence_gate/white_cedar, White Cedar Fence Gate
tfc:wood/fence_gate/willow, Willow Fence Gate
tfc:wood/sapling/acacia, Acacia Sapling
tfc:wood/sapling/ash, Ash Sapling
tfc:wood/sapling/aspen, Aspen Sapling
tfc:wood/sapling/birch, Birch Sapling
tfc:wood/sapling/blackwood, Blackwood Sapling
tfc:wood/sapling/chestnut, Chestnut Sapling
tfc:wood/sapling/douglas_fir, Douglas Fir Sapling
tfc:wood/sapling/hickory, Hickory Sapling
tfc:wood/sapling/kapok, Kapok Sapling
tfc:wood/sapling/maple, Maple Sapling
tfc:wood/sapling/oak, Oak Sapling
tfc:wood/sapling/palm, Palm Sapling
tfc:wood/sapling/pine, Pine Sapling
tfc:wood/sapling/rosewood, Rosewood Sapling
tfc:wood/sapling/sequoia, Sequoia Sapling
tfc:wood/sapling/spruce, Spruce Sapling
tfc:wood/sapling/sycamore, Sycamore Sapling
tfc:wood/sapling/white_cedar, White Cedar Sapling
tfc:wood/sapling/willow, Willow Sapling
tfc:wood/trapdoor/acacia, Acacia Trapdoor
tfc:wood/trapdoor/ash, Ash Trapdoor
tfc:wood/trapdoor/aspen, Aspen Trapdoor
tfc:wood/trapdoor/birch, Birch Trapdoor
tfc:wood/trapdoor/blackwood, Blackwood Trapdoor
tfc:wood/trapdoor/chestnut, Chestnut Trapdoor
tfc:wood/trapdoor/douglas_fir, Douglas Fir Trapdoor
tfc:wood/trapdoor/hickory, Hickory Trapdoor
tfc:wood/trapdoor/kapok, Kapok Trapdoor
tfc:wood/trapdoor/maple, Maple Trapdoor
tfc:wood/trapdoor/oak, Oak Trapdoor
tfc:wood/trapdoor/palm, Palm Trapdoor
tfc:wood/trapdoor/pine, Pine Trapdoor
tfc:wood/trapdoor/rosewood, Rosewood Trapdoor
tfc:wood/trapdoor/sequoia, Sequoia Trapdoor
tfc:wood/trapdoor/spruce, Spruce Trapdoor
tfc:wood/trapdoor/sycamore, Sycamore Trapdoor
tfc:wood/trapdoor/white_cedar, White Cedar Trapdoor
tfc:wood/trapdoor/willow, Willow Trapdoor
tfc:stone/button/granite, Granite Button
tfc:stone/pressure_plate/granite, Granite Pressure Plate
tfc:stone/button/diorite, Diorite Button
tfc:stone/pressure_plate/diorite, Diorite Pressure Plate
tfc:stone/button/gabbro, Gabbro Button
tfc:stone/pressure_plate/gabbro, Gabbro Pressure Plate
tfc:stone/button/shale, Shale Button
tfc:stone/pressure_plate/shale, Shale Pressure Plate
tfc:stone/button/claystone, Claystone Button
tfc:stone/pressure_plate/claystone, Claystone Pressure Plate
tfc:stone/button/rocksalt, Rocksalt Button
tfc:stone/pressure_plate/rocksalt, Rocksalt Pressure Plate
tfc:stone/button/limestone, Limestone Button
tfc:stone/pressure_plate/limestone, Limestone Pressure Plate
tfc:stone/button/conglomerate, Conglomerate Button
tfc:stone/pressure_plate/conglomerate, Conglomerate Pressure Plate
tfc:stone/button/dolomite, Dolomite Button
tfc:stone/pressure_plate/dolomite, Dolomite Pressure Plate
tfc:stone/button/chert, Chert Button
tfc:stone/pressure_plate/chert, Chert Pressure Plate
tfc:stone/button/chalk, Chalk Button
tfc:stone/pressure_plate/chalk, Chalk Pressure Plate
tfc:stone/button/rhyolite, Rhyolite Button
tfc:stone/pressure_plate/rhyolite, Rhyolite Pressure Plate
tfc:stone/button/basalt, Basalt Button
tfc:stone/pressure_plate/basalt, Basalt Pressure Plate
tfc:stone/button/andesite, Andesite Button
tfc:stone/pressure_plate/andesite, Andesite Pressure Plate
tfc:stone/button/dacite, Dacite Button
tfc:stone/pressure_plate/dacite, Dacite Pressure Plate
tfc:stone/button/quartzite, Quartzite Button
tfc:stone/pressure_plate/quartzite, Quartzite Pressure Plate
tfc:stone/button/slate, Slate Button
tfc:stone/pressure_plate/slate, Slate Pressure Plate
tfc:stone/button/phyllite, Phyllite Button
tfc:stone/pressure_plate/phyllite, Phyllite Pressure Plate
tfc:stone/button/schist, Schist Button
tfc:stone/pressure_plate/schist, Schist Pressure Plate
tfc:stone/button/gneiss, Gneiss Button
tfc:stone/pressure_plate/gneiss, Gneiss Pressure Plate
tfc:stone/button/marble, Marble Button
tfc:stone/pressure_plate/marble, Marble Pressure Plate
tfc:wall/smooth/granite, Granite Smooth Wall
tfc:wall/smooth/diorite, Diorite Smooth Wall
tfc:wall/smooth/gabbro, Gabbro Smooth Wall
tfc:wall/smooth/shale, Shale Smooth Wall
tfc:wall/smooth/claystone, Claystone Smooth Wall
tfc:wall/smooth/rocksalt, Rocksalt Smooth Wall
tfc:wall/smooth/limestone, Limestone Smooth Wall
tfc:wall/smooth/conglomerate, Conglomerate Smooth Wall
tfc:wall/smooth/dolomite, Dolomite Smooth Wall
tfc:wall/smooth/chert, Chert Smooth Wall
tfc:wall/smooth/chalk, Chalk Smooth Wall
tfc:wall/smooth/rhyolite, Rhyolite Smooth Wall
tfc:wall/smooth/basalt, Basalt Smooth Wall
tfc:wall/smooth/andesite, Andesite Smooth Wall
tfc:wall/smooth/dacite, Dacite Smooth Wall
tfc:wall/smooth/quartzite, Quartzite Smooth Wall
tfc:wall/smooth/slate, Slate Smooth Wall
tfc:wall/smooth/phyllite, Phyllite Smooth Wall
tfc:wall/smooth/schist, Schist Smooth Wall
tfc:wall/smooth/gneiss, Gneiss Smooth Wall
tfc:wall/smooth/marble, Marble Smooth Wall
tfc:wall/cobble/granite, Granite Cobble Wall
tfc:wall/cobble/diorite, Diorite Cobble Wall
tfc:wall/cobble/gabbro, Gabbro Cobble Wall
tfc:wall/cobble/shale, Shale Cobble Wall
tfc:wall/cobble/claystone, Claystone Cobble Wall
tfc:wall/cobble/rocksalt, Rocksalt Cobble Wall
tfc:wall/cobble/limestone, Limestone Cobble Wall
tfc:wall/cobble/conglomerate, Conglomerate Cobble Wall
tfc:wall/cobble/dolomite, Dolomite Cobble Wall
tfc:wall/cobble/chert, Chert Cobble Wall
tfc:wall/cobble/chalk, Chalk Cobble Wall
tfc:wall/cobble/rhyolite, Rhyolite Cobble Wall
tfc:wall/cobble/basalt, Basalt Cobble Wall
tfc:wall/cobble/andesite, Andesite Cobble Wall
tfc:wall/cobble/dacite, Dacite Cobble Wall
tfc:wall/cobble/quartzite, Quartzite Cobble Wall
tfc:wall/cobble/slate, Slate Cobble Wall
tfc:wall/cobble/phyllite, Phyllite Cobble Wall
tfc:wall/cobble/schist, Schist Cobble Wall
tfc:wall/cobble/gneiss, Gneiss Cobble Wall
tfc:wall/cobble/marble, Marble Cobble Wall
tfc:wall/bricks/granite, Granite Brick Wall
tfc:wall/bricks/diorite, Diorite Brick Wall
tfc:wall/bricks/gabbro, Gabbro Brick Wall
tfc:wall/bricks/shale, Shale Brick Wall
tfc:wall/bricks/claystone, Claystone Brick Wall
tfc:wall/bricks/rocksalt, Rocksalt Brick Wall
tfc:wall/bricks/limestone, Limestone Brick Wall
tfc:wall/bricks/conglomerate, Conglomerate Brick Wall
tfc:wall/bricks/dolomite, Dolomite Brick Wall
tfc:wall/bricks/chert, Chert Brick Wall
tfc:wall/bricks/chalk, Chalk Brick Wall
tfc:wall/bricks/rhyolite, Rhyolite Brick Wall
tfc:wall/bricks/basalt, Basalt Brick Wall
tfc:wall/bricks/andesite, Andesite Brick Wall
tfc:wall/bricks/dacite, Dacite Brick Wall
tfc:wall/bricks/quartzite, Quartzite Brick Wall
tfc:wall/bricks/slate, Slate Brick Wall
tfc:wall/bricks/phyllite, Phyllite Brick Wall
tfc:wall/bricks/schist, Schist Brick Wall
tfc:wall/bricks/gneiss, Gneiss Brick Wall
tfc:wall/bricks/marble, Marble Brick Wall
tfc:fruit_trees/sapling/banana, Banana Sapling
tfc:fruit_trees/sapling/cherry, Cherry Sapling
tfc:fruit_trees/sapling/green_apple, Green Apple Sapling
tfc:fruit_trees/sapling/lemon, Lemon Sapling
